Time,force.x,force.y,force.z,torque.x,torque.y,torque.z
1619822977.4838326,-0.15517969697616993,0.2837015437031537,6.238375306129456,0.018767592906951958,0.03322085853666068,-0.0067675777155905975
1619822977.5317543,-0.16127561572033913,0.27832720336358996,6.225366115570068,0.016847138404846196,0.034780833292752444,-0.006183347718380389
1619822977.607841,-0.16676649526070803,0.27970289856631314,6.197993159294128,0.013423302173614537,0.03587840853258961,-0.004691172713600096
1619822977.6277554,-0.16676649526070803,0.27970289856631314,6.197993159294128,0.013423302173614537,0.03587840853258961,-0.004691172713600096
1619822977.6797745,-0.16922224261730912,0.27785016998976475,6.184326529502869,0.011729886531829825,0.03691798374056815,-0.0034335893944650864
1619822977.7326403,-0.17317288227517158,0.27570483558546754,6.176905870437622,0.009258999824523828,0.03772037940099837,-0.0036877709164097883
1619822977.7791824,-0.1754271351685375,0.27413570390678943,6.1643534898757935,0.008495061397552517,0.03742506977170712,-0.0076255766453594
1619822977.8295143,-0.1779826590577327,0.2718788339456357,6.148367404937744,0.007176599502563441,0.0377321207430214,-0.009939174274299294
1619822977.880258,-0.18015927051726727,0.2696398027193174,6.136119246482849,0.005629708766937247,0.038662686739116936,-0.013154702423550192
1619822977.93224,-0.18236740006042645,0.26743061950014907,6.124260425567627,0.0050021457672119185,0.03851661357097319,-0.015207983971852808
1619822977.9824212,-0.18400794331353157,0.26573231372822076,6.116177558898926,0.00406005382537844,0.03858776731416591,-0.01798780806142837
1619822978.0329428,-0.18397081045387315,0.26276518447699027,6.1011680364608765,0.0032910799980163663,0.03830276097171009,-0.01987263060139493
1619822978.083021,-0.1856378668295592,0.2607869143552333,6.089786410331726,0.0023260140419005815,0.03802180331200361,-0.021128225464820863
1619822978.126635,-0.18636161185545846,0.2598206341855414,6.080015778541565,0.0020756077766419523,0.03799550014547992,-0.02257431062536315
1619822978.1784115,-0.18813427784827072,0.2574916061863629,6.0690648555755615,0.000377078056335467,0.03798661663429809,-0.024285982729583048
1619822978.2330153,-0.18759432322373615,0.2552347042856552,6.061667084693909,0.0018736672401428178,0.037554597919806865,-0.018405934997368603
1619822978.2775629,-0.18920800234843976,0.2534923080996703,6.051626682281494,0.0014254379272460316,0.036200370383448865,-0.015535379050364714
1619822978.333559,-0.18516074257617815,0.2482793151917495,6.046253085136414,0.0019421172142028986,0.03599233611486852,-0.013877531846705822
1619822978.3806713,-0.18450898271958344,0.24685838897068985,6.037147521972656,0.003124885559081969,0.0347379800258204,-0.011809536393219605
1619822978.439022,-0.18558650934377685,0.2444740722863935,6.02885890007019,0.001664199829101598,0.033922930443659516,-0.009810473464559766
1619822978.4832401,-0.1859931927217543,0.24259264289245008,6.023955345153809,0.0004255437850952948,0.0321719083935022,-0.007812841993570324
1619822978.5346613,-0.1863772411634121,0.23995948086216112,6.016408324241638,0.00012045621871947798,0.030138037749566082,-0.007659083549147475
1619822978.577801,-0.18649068387384526,0.2374191483468283,6.0099780559539795,-0.001800103187560964,0.029135549995116916,-0.005850383872324595
1619822978.6326382,-0.1856021584081557,0.23777008831263519,6.005261063575745,-0.001877706050872785,0.028117019957862754,-0.005437882707538089
1619822978.6779213,-0.1853080978489667,0.2353220624255389,5.999378800392151,-0.0024782299995421697,0.02566342968493701,-0.003934497093893589
1619822978.7373583,-0.1847109164340049,0.2326017238520831,5.994107484817505,-0.0022497749328613814,0.024299514777958497,-0.002747353256717329
1619822978.7876203,-0.18534848064056597,0.23236632670470514,5.989467144012451,-0.0023766040802002397,0.023229650496505216,-0.002393586731599645
1619822978.837496,-0.1799699973786436,0.2294577535220422,5.986690640449524,-0.0019349837303160866,0.0218998996820301,-0.001856319522205746
1619822978.8811269,-0.17879356416311115,0.22706612366769463,5.982825994491577,-0.001878309249877974,0.020825094338506434,-0.0016116618480533432
1619822978.9280915,-0.17752493034549058,0.22518854414246978,5.979635238647461,-0.0014323616027831498,0.019255481846630562,-0.0008571341728791648
1619822978.9811296,-0.17655075814248994,0.22374035734741018,5.977999567985535,-0.000244348049163845,0.01779873405583199,-0.0003556728107295959
1619822979.0311542,-0.17443421280095356,0.2217742874767445,5.974522829055786,0.0006569099426270153,0.01725586556829506,-0.00017887429555878132
1619822979.07916,-0.17315517393274232,0.22198757520871237,5.971580266952515,0.001424441337585458,0.016667624888941635,0.00035579773353412725
1619822979.1288521,-0.17123478486835958,0.22083302157551052,5.969435453414917,0.0025740337371826794,0.015260577499866534,-0.00022957415513694124
1619822979.178719,-0.1694788351161592,0.22003987617926674,5.967621207237244,0.0037493014335632235,0.015311240283772398,-0.00023066268151625963
1619822979.2291338,-0.1679412557655759,0.21954921350626277,5.967371940612793,0.004597740173339915,0.014223741935566137,0.0003423618614114901
1619822979.2790303,-0.16472007337467745,0.22062298311693596,5.965943694114685,0.005693542957305842,0.012729387404397163,0.0003077509674988682
1619822979.3291788,-0.16251224939756093,0.22070920937605204,5.964516520500183,0.006877386569976829,0.013041686527430985,0.00047120275449007154
1619822979.3835614,-0.16153533895403147,0.2188001644510031,5.964141368865967,0.009412736892700169,0.01288209214806546,0.0002991634343192037
1619822979.4303613,-0.15817232386972757,0.22358355586919934,5.953210830688477,0.010698966979980407,0.01252140944823632,0.00033515211760998254
1619822979.4805326,-0.15309645569909364,0.22439945408176631,5.952534914016724,0.011834869384765634,0.011556859929114593,0.00034508651267737417
1619822979.531894,-0.15149105649217964,0.22489427877500653,5.953684568405151,0.012043313980102499,0.011441677436232534,0.0008492810159921732
1619822979.581246,-0.14900233302777632,0.22562018120253458,5.953687906265259,0.013150000572204612,0.0107586415018886,0.0008239695939607911
1619822979.6303592,-0.14694056171648204,0.2264641770029813,5.9543585777282715,0.01487913608551028,0.011457485966384406,0.0009199970261007592
1619822979.6792622,-0.14758312890844422,0.23000253299487755,5.955637693405151,0.015994424819946285,0.011630962910130604,-0.0042591660050861554
1619822979.7329142,-0.1456857969093326,10.207226207380295,5.957215905189514,0.01624805688858033,0.01142213821411131,-0.008007168512344398
1619822979.7793412,-0.14391831862449678,13.801844778690338,5.9584527015686035,0.01671123504638672,0.01154859066009517,0.5940304362201689
1619822979.832026,-0.14270785562515265,16.91578579555035,5.961344957351685,0.0170873165130615,0.01230731010437014,3.1022400337553027
1619822979.881685,-0.13935497426986698,16.677635124073028,5.963670372962952,0.01758946657180782,0.012308216094970736,3.577329289512634
1619822979.9307032,-0.13786229468822508,18.115870507674217,5.966300010681152,0.017848448753356894,0.013197104930877834,3.694177472071648
1619822979.9807074,10.330936537442208,39.19501883841991,5.971466988325119,0.01908572137355813,0.0137231826782227,3.694276207175256
1619822980.0278347,11.0727092749691,39.19591066979409,5.974899619817734,0.01716964662075038,0.015453174114227308,4.293382652330399
1619822980.0810037,10.825606572117806,39.196552316336636,5.978007078170776,0.016735782623291007,0.01618653059005759,8.120505699458123
1619822980.1312006,10.580380171209574,39.435323813718554,5.984866976737976,0.013804445266723642,0.018014120459556526,12.306510472439529
1619822980.1804094,10.577657893872264,30.565614629044532,5.9860764145851135,0.011469711065292265,0.020952017307281467,12.188875397496226
1619822980.2335582,10.577938087396623,28.167867816677095,5.983782231807709,0.009717994928359897,0.021203536987304483,12.32587920265198
1619822980.2815754,10.823016552193163,25.761916324255466,5.985714286565781,0.0033116871118544777,0.02041532635688803,12.354015679924489
1619822980.335486,13.538603131141663,24.54859963310242,5.991210952401161,-0.018760003745555864,0.0157583463191987,5.556308640861511
1619822980.3811705,16.251512572233082,24.290209742105603,5.983318766579032,-0.055371135808527594,0.003808522671461201,3.5548696343714
1619822980.4349236,16.255387223411354,24.277799135135858,5.977711450308561,-0.08508274979889385,-0.00484242357313619,3.40661382602796
1619822980.4829535,16.73573214288205,23.256239012666047,5.969158242864069,-0.10184540088870564,-0.004569982565008068,3.4328597385564446
1619822980.5330753,14.275530813496113,9.588389811666012,5.964978098170832,-0.10959715500939626,-0.0011675657518206983,3.2534027787804605
1619822980.5813656,13.51515319223404,5.662375299711227,5.967809185385704,-0.11779093474149704,0.0015695059299469238,0.18637989537239097
1619822980.6323164,13.272525493540764,5.648036202225686,5.966172859072685,-0.12308972328901302,0.002331365346908587,-0.6205023110580448
1619822980.6844292,13.273682514092922,5.387552151234151,5.979802258312702,-0.12011863544583323,-0.0042885512113570445,-0.5873691544699668
1619822980.7288766,13.274074481568338,5.366138588728905,5.985859602689743,-0.1223310989141464,-0.007638463973998977,-0.574966799030304
1619822980.7815099,13.992557944705489,5.357569758245946,5.995652693323791,-0.1199540516547859,-0.01055591993033883,-0.5502528281950947
1619822980.829922,13.991950184383393,5.335281223182678,5.990047316998243,-0.10688435010612019,-0.010589852035045588,-0.4978250315332411
1619822980.8838124,13.97005243667841,5.3407551121973995,5.980371188372374,-0.09332255475223072,-0.006791952550411123,-0.4453290828108787
1619822980.9366825,13.963548811173439,5.321707515950203,5.978039238601923,-0.0819739113003014,-0.002409256994724218,-0.39469419764518765
1619822980.9846878,13.465093297920227,4.828203774175644,5.989403426647186,-0.08121826767921447,0.0025614023208618275,-0.3702468581628793
1619822981.0330074,8.040247295870186,9.848796944308877,5.994334161281586,-0.08222083687782289,0.007785290777683196,-0.35045658261716395
1619822981.0830286,6.304442301135063,9.854007372174264,6.018469035625458,-0.07457683682441718,0.009446790218353235,-0.32086300575256343
1619822981.1326594,4.575857726620436,10.323481147471666,6.024692416191101,-0.06813665151596071,0.010919302105903583,-0.28854499593377125
1619822981.1846397,4.308132392623424,10.815469871733189,6.027720928192139,-0.0625718259811402,0.010509511232376145,-0.27144476682424545
1619822981.2356796,5.536991647852659,10.56861710083127,6.039364814758301,-0.05569960594177248,0.00947997391223912,-0.2535747609674932
1619822981.2857192,8.487900958310963,10.566138728416561,6.058266818523407,-0.04635276198387139,0.008296451866626892,-0.23430990831196308
1619822981.331325,9.224364222427607,10.562246322797536,6.0646907687187195,-0.03929963469505304,0.009896606802940383,-0.2165152151393892
1619822981.3849514,9.223787650915384,10.560514585202933,6.069598853588104,-0.02915812849998478,0.011169175505638201,-0.20709536618828794
1619822981.4345994,-0.1475790235232934,-0.13726423081960526,6.062094449996948,-0.02292880058288571,0.012163261678069859,-0.20091659088712185
1619822981.481529,-0.14566068254165349,-0.13455592786036433,6.080539703369141,-0.01467042922973616,0.013240881673991733,-0.19618782247357072
1619822981.5312114,-0.13906842181079088,-0.1416662178643793,6.069339036941528,-0.008756141662597638,0.013060942105948936,-0.19297332342140378
1619822981.5922503,-0.24752970241982492,-0.13567568252626805,6.066910266876221,-0.0001624441146851341,0.012862915564328448,-0.1881187298483029
1619822981.6334364,-0.2500127399850637,-0.13409187840916215,6.074988842010498,0.0056290006637573775,0.012340095229446901,-0.18108219090886413
1619822981.6862476,-0.2323056428691465,-0.13214025114384478,6.082096576690674,0.015683436393737815,0.009977352549321916,-0.17682288512364963
