Time,data
1619751033.7193859,15.050000190734863
1619751033.719488,15.050000190734863
1619751033.7195437,15.100000381469727
1619751033.7196329,15.100000381469727
1619751033.7197073,15.100000381469727
1619751033.7199507,15.100000381469727
1619751033.7200253,15.100000381469727
1619751033.720118,15.100000381469727
1619751033.720182,15.100000381469727
1619751033.7202597,15.050000190734863
1619751033.7261336,15.100000381469727
1619751033.7760055,15.050000190734863
1619751033.8308575,15.050000190734863
1619751033.8793685,15.050000190734863
1619751033.9284005,15.050000190734863
1619751033.9769769,15.050000190734863
1619751034.0294032,15.100000381469727
1619751034.09051,15.100000381469727
1619751034.1290176,15.050000190734863
1619751034.1826205,15.050000190734863
1619751034.230116,15.050000190734863
1619751034.2797046,15.050000190734863
1619751034.3312302,15.050000190734863
1619751034.4074638,15.0
1619751034.43128,15.100000381469727
1619751034.4817278,15.100000381469727
1619751034.532669,15.100000381469727
1619751034.5824661,15.050000190734863
1619751034.6340637,15.050000190734863
1619751034.682678,15.050000190734863
1619751034.735463,15.050000190734863
1619751034.786421,15.100000381469727
1619751034.8366835,15.100000381469727
1619751034.8864558,15.100000381469727
1619751034.9361966,15.050000190734863
1619751034.9874854,15.050000190734863
1619751035.0375667,15.100000381469727
1619751035.085895,15.100000381469727
1619751035.1371589,15.100000381469727
1619751035.1888297,15.100000381469727
1619751035.2412267,15.100000381469727
1619751035.2883725,15.100000381469727
1619751035.3386347,15.050000190734863
1619751035.3895888,15.100000381469727
1619751035.4412978,15.050000190734863
1619751035.4956517,15.050000190734863
1619751035.5408287,15.050000190734863
1619751035.5915787,15.050000190734863
1619751035.6405513,15.050000190734863
1619751035.6917603,15.100000381469727
1619751035.7421608,15.050000190734863
1619751035.7915292,15.100000381469727
1619751035.8427436,15.100000381469727
1619751035.8964567,15.100000381469727
1619751035.9445724,15.100000381469727
1619751035.995923,15.100000381469727
1619751036.0473533,15.100000381469727
1619751036.095603,15.050000190734863
1619751036.1449423,15.050000190734863
1619751036.1963215,15.100000381469727
1619751036.2446096,15.050000190734863
1619751036.296661,15.100000381469727
1619751036.3514888,15.100000381469727
1619751036.395238,15.050000190734863
1619751036.4476721,15.100000381469727
1619751036.499743,15.100000381469727
1619751036.5498357,15.050000190734863
1619751036.6019585,15.100000381469727
1619751036.65146,15.100000381469727
1619751036.7020402,15.050000190734863
1619751036.750964,15.050000190734863
1619751036.8028204,15.050000190734863
1619751036.8505645,15.100000381469727
1619751036.9013145,15.100000381469727
1619751036.9551544,15.050000190734863
1619751037.0025294,15.100000381469727
1619751037.0547583,15.100000381469727
1619751037.105046,15.050000190734863
1619751037.1635988,15.100000381469727
1619751037.2061465,15.100000381469727
1619751037.2553992,15.100000381469727
1619751037.3038607,15.050000190734863
1619751037.356613,15.050000190734863
1619751037.403672,15.050000190734863
1619751037.4567165,15.100000381469727
1619751037.5096302,15.050000190734863
1619751037.5563653,15.100000381469727
1619751037.6093524,15.100000381469727
1619751037.6574495,15.100000381469727
1619751037.7129328,15.100000381469727
1619751037.758409,15.100000381469727
1619751037.8086185,15.050000190734863
1619751037.8599973,15.100000381469727
1619751037.9100404,15.050000190734863
1619751037.9617493,15.050000190734863
1619751038.008731,15.100000381469727
1619751038.05994,15.100000381469727
1619751038.113242,15.050000190734863
1619751038.1630294,15.100000381469727
1619751038.2117875,15.100000381469727
1619751038.2610848,15.100000381469727
1619751038.310964,15.100000381469727
1619751038.3642123,15.100000381469727
1619751038.4120202,15.050000190734863
1619751038.4653103,15.050000190734863
1619751038.5144274,15.050000190734863
1619751038.5672846,15.100000381469727
1619751038.615801,15.100000381469727
1619751038.6652482,15.050000190734863
1619751038.7192783,15.050000190734863
1619751038.7681324,15.050000190734863
1619751038.819428,15.100000381469727
1619751038.865913,15.100000381469727
1619751038.9167948,15.100000381469727
1619751038.9673958,15.050000190734863
1619751039.0223403,15.050000190734863
1619751039.0679793,15.050000190734863
1619751039.1211805,15.050000190734863
1619751039.168436,15.050000190734863
1619751039.22077,15.0
1619751039.2695775,15.050000190734863
1619751039.321057,15.100000381469727
1619751039.3732262,15.100000381469727
1619751039.422447,15.100000381469727
1619751039.4715393,15.100000381469727
1619751039.5215461,14.890000343322754
1619751039.5739717,14.9399995803833
1619751039.6250632,15.0
1619751039.6754062,15.050000190734863
1619751039.7239797,14.84000015258789
1619751039.774438,14.84000015258789
1619751039.8262544,14.84000015258789
1619751039.8757827,14.9399995803833
1619751039.9306028,14.84000015258789
1619751039.9753237,15.0
1619751040.026429,15.100000381469727
1619751040.0772169,15.050000190734863
1619751040.126927,15.100000381469727
1619751040.1784718,15.100000381469727
1619751040.2287252,14.890000343322754
1619751040.2800958,14.890000343322754
1619751040.3297265,14.84000015258789
1619751040.3795056,14.84000015258789
1619751040.4295478,14.84000015258789
1619751040.4818356,15.0
1619751040.5299957,15.0
1619751040.5833042,14.890000343322754
1619751040.632866,15.0
1619751040.6805565,14.890000343322754
1619751040.731964,14.789999961853027
1619751040.7821515,14.789999961853027
1619751040.8333933,15.0
1619751040.8846357,15.0
1619751040.9405003,15.050000190734863
1619751040.9867668,15.0
1619751041.0361946,14.9399995803833
1619751041.0918636,15.050000190734863
1619751041.1357927,15.050000190734863
1619751041.1909566,15.0
1619751041.2377977,15.0
1619751041.2900887,14.9399995803833
1619751041.3387613,15.050000190734863
1619751041.3991926,15.0
1619751041.4397604,15.0
1619751041.4882746,15.0
1619751041.540615,14.890000343322754
1619751041.590825,14.890000343322754
1619751041.638067,14.9399995803833
1619751041.6947098,14.9399995803833
1619751041.7455475,15.0
1619751041.7961192,15.0
1619751041.841189,15.0
1619751041.8936746,15.050000190734863
1619751041.9425347,14.9399995803833
1619751041.9923122,15.0
1619751042.043524,14.6899995803833
1619751042.0923634,15.100000381469727
1619751042.1432598,15.050000190734863
1619751042.193988,15.0
1619751042.2461836,14.9399995803833
1619751042.2967193,14.9399995803833
1619751042.3448431,15.050000190734863
1619751042.395049,15.0
1619751042.446432,15.0
1619751042.4965696,14.9399995803833
1619751042.5471792,15.0
1619751042.602013,15.050000190734863
1619751042.6489897,15.149999618530273
1619751042.699998,15.050000190734863
1619751042.7499042,15.100000381469727
1619751042.8002687,15.100000381469727
1619751042.8494537,15.100000381469727
1619751042.912014,15.050000190734863
1619751042.9537168,15.100000381469727
1619751043.0004044,15.050000190734863
1619751043.0511787,15.050000190734863
1619751043.1032338,15.100000381469727
1619751043.1506786,15.050000190734863
1619751043.2042377,15.050000190734863
1619751043.2541463,15.0
1619751043.3028173,15.0
1619751043.3570213,15.050000190734863
1619751043.406232,15.100000381469727
1619751043.4543812,15.100000381469727
1619751043.507253,14.890000343322754
1619751043.5552807,14.9399995803833
1619751043.6137235,15.050000190734863
1619751043.6609607,15.0
1619751043.7098243,14.9399995803833
1619751043.7571888,14.9399995803833
1619751043.8068898,14.84000015258789
1619751043.8576863,14.9399995803833
1619751043.9120338,15.0
1619751043.9602757,15.050000190734863
1619751044.0094798,15.050000190734863
1619751044.102688,15.0
1619751044.1136627,15.100000381469727
1619751044.1629152,15.100000381469727
1619751044.211608,15.050000190734863
1619751044.2602935,15.0
1619751044.3160713,15.050000190734863
1619751044.3641796,15.0
1619751044.4124,14.890000343322754
1619751044.4638681,15.050000190734863
1619751044.5123255,14.9399995803833
1619751044.5638387,15.0
1619751044.6137078,15.100000381469727
1619751044.663273,15.050000190734863
1619751044.7141635,15.0
1619751044.7646158,15.050000190734863
1619751044.8157961,14.9399995803833
1619751044.8649433,15.050000190734863
1619751044.9182134,15.100000381469727
1619751044.9659595,14.9399995803833
1619751045.0163693,14.9399995803833
1619751045.0673575,15.0
1619751045.1188533,15.100000381469727
1619751045.1669798,15.0
1619751045.2180839,14.9399995803833
1619751045.2713277,15.100000381469727
1619751045.3211799,15.050000190734863
1619751045.3707576,15.050000190734863
1619751045.4220266,15.0
1619751045.4729571,15.050000190734863
1619751045.5219653,14.84000015258789
1619751045.5721538,14.9399995803833
1619751045.6218598,14.890000343322754
1619751045.6952145,14.9399995803833
1619751045.7218146,15.0
1619751045.7733295,15.0
1619751045.8229773,15.0
1619751045.8758879,15.050000190734863
1619751045.9247994,15.0
1619751045.973261,15.050000190734863
1619751046.026839,15.0
1619751046.0788279,14.84000015258789
1619751046.125148,14.4399995803833
1619751046.1752806,14.539999961853027
1619751046.2275004,14.59000015258789
1619751046.278824,14.789999961853027
1619751046.3275042,14.9399995803833
1619751046.378658,14.84000015258789
1619751046.4285903,14.890000343322754
1619751046.4856782,14.84000015258789
1619751046.5292604,14.739999771118164
1619751046.5794117,14.539999961853027
1619751046.6325283,14.6899995803833
1619751046.6803641,14.6899995803833
1619751046.7307408,14.739999771118164
1619751046.7816317,14.739999771118164
1619751046.8324828,14.84000015258789
1619751046.8853052,14.9399995803833
1619751046.9323115,15.0
1619751046.990004,15.100000381469727
1619751047.0353615,15.149999618530273
1619751047.0838323,15.100000381469727
1619751047.1348693,15.149999618530273
1619751047.1883788,15.100000381469727
1619751047.2379124,15.100000381469727
1619751047.2865224,15.050000190734863
1619751047.337662,15.0
1619751047.3878074,14.890000343322754
1619751047.436591,14.84000015258789
1619751047.485542,15.0
1619751047.5376487,15.050000190734863
1619751047.588021,15.100000381469727
1619751047.6399193,15.100000381469727
1619751047.6884563,15.100000381469727
1619751047.7400162,15.0
1619751047.787988,14.890000343322754
1619751047.8406203,14.9399995803833
1619751047.8914793,15.0
1619751047.9391603,15.050000190734863
1619751047.9908476,15.100000381469727
1619751048.0412257,15.100000381469727
1619751048.0948393,15.050000190734863
1619751048.1482146,15.0
1619751048.1923294,14.890000343322754
1619751048.2434535,14.890000343322754
1619751048.2940936,15.050000190734863
1619751048.3426123,15.050000190734863
1619751048.3948467,15.050000190734863
1619751048.4440775,15.0
1619751048.497042,15.0
1619751048.546688,15.0
1619751048.5948997,15.050000190734863
1619751048.646358,15.100000381469727
1619751048.699497,15.050000190734863
1619751048.7468405,15.050000190734863
1619751048.7962468,15.050000190734863
1619751048.8484707,15.100000381469727
1619751048.8979762,15.100000381469727
1619751048.949396,15.100000381469727
1619751048.9985116,15.100000381469727
1619751049.0498424,15.0
1619751049.1028562,15.050000190734863
1619751049.1496506,15.100000381469727
1619751049.2005877,15.100000381469727
1619751049.2529852,15.050000190734863
1619751049.302158,15.100000381469727
1619751049.3545656,15.100000381469727
1619751049.4047818,15.100000381469727
1619751049.4530501,15.100000381469727
1619751049.506703,15.050000190734863
1619751049.5524006,15.050000190734863
1619751049.6076686,15.050000190734863
1619751049.6557581,15.100000381469727
1619751049.7072365,15.100000381469727
1619751049.763608,15.050000190734863
1619751049.8053334,15.050000190734863
1619751049.855205,15.050000190734863
1619751049.9034975,15.050000190734863
1619751049.9605193,15.100000381469727
1619751050.0091274,15.100000381469727
1619751050.0586019,15.050000190734863
1619751050.1105976,15.100000381469727
1619751050.1587884,15.050000190734863
1619751050.2083256,15.050000190734863
1619751050.2592266,15.050000190734863
1619751050.3106592,15.0
1619751050.35913,15.050000190734863
1619751050.4107928,15.050000190734863
1619751050.4621677,15.050000190734863
1619751050.5121462,15.050000190734863
1619751050.561965,15.100000381469727
1619751050.6317828,15.100000381469727
1619751050.6629372,15.100000381469727
1619751050.712473,15.100000381469727
1619751050.763483,15.100000381469727
1619751050.8132565,15.100000381469727
1619751050.863622,15.050000190734863
1619751050.9146369,15.100000381469727
1619751050.9647386,15.100000381469727
1619751051.0146544,15.100000381469727
1619751051.065841,15.100000381469727
1619751051.1180227,15.050000190734863
1619751051.1665623,15.050000190734863
1619751051.2189713,15.100000381469727
1619751051.267208,15.050000190734863
1619751051.3186243,15.100000381469727
1619751051.3697517,15.050000190734863
1619751051.4196599,15.100000381469727
1619751051.4678118,15.100000381469727
1619751051.5218625,15.100000381469727
1619751051.571616,15.100000381469727
1619751051.620337,15.050000190734863
1619751051.6705947,15.050000190734863
1619751051.7239492,15.050000190734863
1619751051.7718384,15.050000190734863
1619751051.8233776,15.0
1619751051.8731658,15.050000190734863
1619751051.9233916,15.050000190734863
1619751051.9739518,15.050000190734863
1619751052.023619,15.100000381469727
1619751052.0762415,15.050000190734863
1619751052.1276295,15.050000190734863
1619751052.1749284,15.100000381469727
1619751052.2267756,15.100000381469727
1619751052.2746768,15.100000381469727
1619751052.3266425,15.100000381469727
1619751052.3789554,15.100000381469727
1619751052.4277525,15.100000381469727
1619751052.4774902,15.100000381469727
1619751052.5288227,15.100000381469727
1619751052.5778108,15.050000190734863
1619751052.6290035,15.050000190734863
1619751052.6808262,15.050000190734863
1619751052.7293825,15.050000190734863
1619751052.7796614,15.100000381469727
1619751052.8294334,15.100000381469727
1619751052.8835015,15.100000381469727
1619751052.9325488,15.100000381469727
1619751052.981305,15.050000190734863
1619751053.0316484,15.0
1619751053.0837085,15.050000190734863
1619751053.135795,15.100000381469727
1619751053.1812117,15.050000190734863
1619751053.2345328,15.0
1619751053.2839487,15.050000190734863
1619751053.3343823,15.100000381469727
1619751053.3857496,15.100000381469727
1619751053.4390254,15.050000190734863
1619751053.4882941,15.050000190734863
1619751053.5380833,15.050000190734863
1619751053.5881407,15.100000381469727
1619751053.639573,15.050000190734863
1619751053.6895049,15.100000381469727
1619751053.736806,15.100000381469727
1619751053.7900639,15.050000190734863
1619751053.8395498,15.100000381469727
1619751053.8895774,15.100000381469727
1619751053.9391913,15.050000190734863
1619751053.9911184,15.100000381469727
1619751054.0408545,15.050000190734863
1619751054.1247454,15.100000381469727
1619751054.1444297,15.050000190734863
1619751054.1904354,15.050000190734863
1619751054.2419846,15.050000190734863
1619751054.2954347,15.0
1619751054.3424494,15.0
1619751054.393209,15.050000190734863
1619751054.44293,15.050000190734863
1619751054.4936645,15.050000190734863
1619751054.5449717,15.050000190734863
1619751054.5963247,15.100000381469727
1619751054.6440513,15.100000381469727
1619751054.695456,15.100000381469727
1619751054.747647,15.100000381469727
1619751054.7987914,15.100000381469727
1619751054.8463829,15.050000190734863
1619751054.9007337,15.100000381469727
1619751054.9481938,15.100000381469727
1619751054.9981983,15.100000381469727
1619751055.0510094,15.100000381469727
1619751055.0986695,15.050000190734863
1619751055.150472,15.050000190734863
1619751055.1992238,15.050000190734863
1619751055.2506597,15.100000381469727
1619751055.3074315,15.100000381469727
1619751055.3519883,15.0
1619751055.406539,15.0
1619751055.4564328,15.050000190734863
1619751055.5015066,15.050000190734863
1619751055.556347,15.100000381469727
1619751055.6042807,15.050000190734863
1619751055.6558058,15.050000190734863
1619751055.7087777,15.100000381469727
1619751055.7560096,15.050000190734863
1619751055.8380995,15.100000381469727
1619751055.856741,15.050000190734863
1619751055.9059894,15.0
1619751055.9586854,15.050000190734863
1619751056.008439,15.050000190734863
1619751056.0587761,15.050000190734863
1619751056.1074424,15.100000381469727
1619751056.158357,15.100000381469727
1619751056.2095597,15.100000381469727
1619751056.2599065,15.100000381469727
1619751056.3075082,15.100000381469727
1619751056.3600178,15.100000381469727
1619751056.4107075,15.100000381469727
1619751056.4596138,15.050000190734863
1619751056.5088782,15.100000381469727
1619751056.5607693,15.100000381469727
1619751056.6124146,15.100000381469727
1619751056.66195,15.100000381469727
1619751056.710984,15.050000190734863
1619751056.761859,15.0
1619751056.812106,15.100000381469727
1619751056.8638706,15.100000381469727
1619751056.913635,15.100000381469727
1619751056.9633439,15.100000381469727
1619751057.0168073,15.0
1619751057.0646198,15.100000381469727
1619751057.1188266,15.100000381469727
1619751057.1645505,15.100000381469727
1619751057.2161865,15.100000381469727
1619751057.2677839,15.050000190734863
1619751057.3164067,15.050000190734863
1619751057.3667219,15.100000381469727
1619751057.4183137,15.050000190734863
1619751057.4679234,15.100000381469727
1619751057.5179374,15.100000381469727
1619751057.5683157,15.050000190734863
1619751057.6186814,15.100000381469727
1619751057.672125,15.100000381469727
1619751057.7221737,15.050000190734863
1619751057.7712133,15.100000381469727
1619751057.8204298,15.050000190734863
1619751057.872386,15.100000381469727
1619751057.9211013,15.100000381469727
1619751057.9712384,15.050000190734863
1619751058.0256813,15.100000381469727
1619751058.0724025,15.100000381469727
1619751058.1231666,15.050000190734863
1619751058.1739647,15.050000190734863
1619751058.2280982,15.050000190734863
1619751058.2722487,15.100000381469727
1619751058.3265753,15.050000190734863
1619751058.3776836,15.100000381469727
1619751058.443387,15.100000381469727
1619751058.4761775,15.050000190734863
1619751058.5284507,15.050000190734863
1619751058.5762436,15.050000190734863
1619751058.626696,15.100000381469727
1619751058.6778138,15.100000381469727
1619751058.7290447,15.100000381469727
1619751058.7790382,15.100000381469727
1619751058.830062,15.100000381469727
1619751058.8785472,15.0
1619751058.9297507,15.050000190734863
1619751058.9803257,15.050000190734863
1619751059.0315762,15.050000190734863
1619751059.0821805,15.050000190734863
1619751059.1338172,15.100000381469727
1619751059.183843,15.100000381469727
1619751059.2327273,15.100000381469727
1619751059.282495,15.100000381469727
1619751059.3327432,15.050000190734863
1619751059.3834436,15.050000190734863
1619751059.4341528,15.100000381469727
1619751059.4854586,15.050000190734863
1619751059.5365734,15.050000190734863
1619751059.5898874,15.050000190734863
1619751059.6407208,15.100000381469727
1619751059.6871605,15.0
1619751059.7378895,15.0
