,Time,position_x,position_y,position_z,orientation_w,orientation_x,orientation_y,orientation_z,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
0,0.0,-0.2922151057273957,0.3684326883720387,0.4852182637959335,-0.07583147144617,-0.0541387641156309,-0.0116489589575875,0.9955816228286876,-0.0004437419837929,0.0014058795322441,-0.014129369336297,-0.0072981921503262,-0.0212079087352359,0.0080591928926892
1,0.1,-0.29200027977372955,0.36834477412098776,0.48381674828956833,-0.07626475892119615,-0.05306007633373856,-0.011910029173390933,0.9956042234872805,-0.0026122821297089,0.0010404385579096,-0.0148659038419126,-0.0060546881490163,-0.020586877767458,0.014846419215822
2,0.2,-0.29156716509149694,0.36832716981764657,0.4823672249078707,-0.07703198845715188,-0.05202059342249944,-0.012091853116973868,0.995600843201842,-0.0016434326244538,0.003518203434168,-0.0149619752895566,-0.0058704870900931,-0.018563706684746,0.021778162132995
3,0.3,-0.29118675309241493,0.3680498297448672,0.48089489257358226,-0.07814233856893833,-0.051085778467551815,-0.012251245484771339,0.9955655896807178,0.0034606810756847,0.0067822055856218,-0.0154366664829763,-0.0056770357756551,-0.0163831507001433,0.0255713274533754
4,0.4,-0.29124729251261217,0.3673726193651564,0.47931363545900124,-0.07943959282036134,-0.0502617166572997,-0.012396718479640934,0.9955088999545811,0.0034606810756847,0.0067822055856218,-0.0154366664829763,-0.0052751849450607,-0.0146725105032043,0.0210341780972012
5,0.5,-0.29130452013433034,0.36669473012466536,0.47773254591089276,-0.08050896071689265,-0.04952162771955704,-0.012540493491866716,0.9954651247584517,0.000925491081282,0.0048976759032933,-0.016202094245439,-0.0043630561328963,-0.0125178097510953,0.0068916648282296
6,0.6000000000000001,-0.2911317366382282,0.36624446460384097,0.4761074542108448,-0.08087091953692503,-0.048884968071767405,-0.012687700938812857,0.995472010731639,-0.0007877467257996,0.001962057434415,-0.0175812715988287,-0.0041343353940556,-0.0111910196010104,0.0003734295250292
7,0.7000000000000001,-0.29082020493779875,0.3661144762636864,0.474369131949534,-0.08090724441119437,-0.04831195478138593,-0.012847860901009962,0.9955013842087105,0.0030830878202449,0.0003972150631454,-0.0179527697619524,-0.0035552648412199,-0.0075474832933601,-0.0064204848732025
8,0.8,-0.2909073837538603,0.3660789202569263,0.4725495750944708,-0.08060203552390531,-0.047919231116813885,-0.013013891532186158,0.9955473959847492,0.0043239623198179,-0.000856668738707,-0.0176412066910682,-0.0024958415929618,-0.0033242935259572,0.0017563114955554
9,0.9,-0.2911393170072905,0.3661463794908196,0.4707473311410626,-0.08069843297424652,-0.04774478886081066,-0.013119658079231598,0.9955490765810721,0.003515487166575,0.0002492190394993,-0.0178427657842644,-0.0012839318700934,0.0003527102414894,0.0104670769604104
10,1.0,-0.2912720954170189,0.3661172713452029,0.46893366823975763,-0.0812228010185284,-0.04776223001122021,-0.013153908348091247,0.9955055756714716,0.002559466138508,0.0015569301873397,-0.0180811092023904,-0.0006323348482498,0.0045578030863177,0.016422478130131
11,1.1,-0.29128796573244403,0.36597420170261996,0.46710656854472965,-0.0820394683195631,-0.04799420871011241,-0.013155275589661095,0.9954254726412933,0.0021380577113468,0.0019453661266078,-0.0181643557744274,0.0001570654906916,0.0074432751778691,0.0198971942772868
12,1.2000000000000002,-0.29125601163805825,0.36579975587539315,0.4652758465020233,-0.08302518436567162,-0.04837462120259616,-0.013119547101463899,0.9953220955112914,0.0015828903046347,0.0024570952691171,-0.0182740255876935,-0.000403701103886,0.0108681209166791,0.0317177998686648
13,1.3,-0.2911608413389032,0.3655844173743511,0.46344025377903036,-0.08459861714389473,-0.048928839198469534,-0.013092782330724877,0.9951572336358051,-0.0003775995208288,0.0007226974577091,-0.0188889284343292,6.496204183801228e-05,0.0127491856501338,0.0361382927860694
