,0,1
0,29.999987846672635,29.999987461546585
1,33.71899558883652,29.999986970723285
2,31.434509628668838,29.99998746160228
3,33.08886611511782,29.999987459450793
4,32.95237411679552,29.999987459011923
5,30.774188310976616,29.999987452618804
6,30.891743449835698,29.999987455697283
7,33.63731179271889,29.999987446429333
8,32.907044452249906,29.99998744594383
9,33.58399152158938,29.999987443650816
10,32.05966719774411,29.999987445800258
11,32.1078607399796,29.999987456282167
12,31.293722289460533,29.999987460006896
13,30.302547356260472,29.99998743516461
14,33.61421048799033,29.999987445747173
15,32.479064353259304,29.999987459399392
16,31.16413119611814,29.999987452825316
17,31.33537064309658,29.999987461394294
18,33.474221019879224,29.999987458759545
19,32.56550453006325,29.999987445552172
20,32.82151058035151,29.999987453663408
21,31.093862257233837,29.99998746040859
22,32.28550960908637,29.999987421655476
23,30.208415051802554,29.999987448499496
24,33.5507490851482,29.999987455297735
25,32.79096482917576,29.999987461497774
26,33.450172979832004,29.999987434129064
27,33.03657708622342,29.999987445973478
28,30.43460933270311,29.999987459449414
29,32.6544540406908,29.999987442263322
30,32.44322980973762,29.999987451698402
31,30.06985155028127,29.999987460455408
32,30.97041395736963,29.99998745852223
33,31.850116537945738,29.999987455773084
34,31.886125291513867,29.999987461407862
35,33.4243814388427,29.999987459101487
36,31.60452776979104,29.999987455297735
37,33.13811076099577,29.99998746044528
38,32.602380595050825,29.99998745045547
39,31.22790264896657,29.99998744978664
40,33.31310840912329,29.999987458487375
41,32.145238676721306,29.999987452280738
42,30.521504667575666,29.999987445973478
43,32.24807976785378,29.999987455720323
44,33.33765437843092,29.999987433324474
45,32.99913315494254,29.99998745917863
46,31.925171618129745,29.99998745928099
47,31.027573587047147,29.99998745937802
48,31.47321696121307,29.99998745963896
49,30.692031815136556,29.99998745968561
50,30.54539038395538,29.999987461546585
51,32.986607129809975,29.999987455720323
52,32.62340009312514,29.999987456282167
53,31.72895644577974,29.999987459414854
54,31.511296085320794,29.999987455633192
55,33.53349093919249,29.999987459414854
56,33.20247604472557,29.999987436221932
57,32.362981445670194,29.999987450884525
58,33.50160549253315,29.99998744366832
59,32.39888883084886,29.999987435168393
60,32.21821701028704,29.999987460459245
61,33.40326267652301,29.999987433320367
62,30.37051522430045,29.999987435168393
63,33.38891789262538,29.999987433324474
64,30.924831829047513,29.99998746135389
65,32.019219715110715,29.999987456922902
66,32.51634783272826,29.999987459414854
67,32.853630345317924,29.999987455773084
68,32.760581548498195,29.99998745966524
69,32.87630163320049,29.999987460483037
70,30.734807181575565,29.99998745968561
71,33.28788137143801,29.999987455297735
72,32.413809076862194,29.999987459449414
73,30.618194808371673,29.99998745968561
74,33.511843860973485,29.999987459414854
75,32.74997773453636,29.999987446089424
76,33.17350910578317,29.999987450884525
77,32.17405253499626,29.999987451397715
78,30.214800288310915,29.99998745294186
79,33.276720281377315,29.999987460504762
80,32.72162685739006,29.99998743756291
81,31.647465646387033,29.99998744376162
82,31.059749409128877,29.999987451698402
83,31.976289767000605,29.999987448556087
84,31.20605513786186,29.99998744978664
85,31.952981439985635,29.999987461544457
86,32.19328750076339,29.999987459450793
87,31.80964447492298,29.999987460455408
88,33.22951095736037,29.999987432882897
89,33.0586511818293,29.999987452719672
90,33.164193134810986,29.999987453993167
91,32.685310532065465,29.999987451397715
92,32.34295038021727,29.99998745939548
93,32.320123819873096,29.999987452719672
94,32.53367483781901,29.999987459476046
95,32.003193797604176,29.999987455720323
96,33.25406540813912,29.999987445552172
97,31.660988351989232,29.999987453945764
98,33.364359034078575,29.9999874464372
99,31.564528337716876,29.999987455697283
