Time,force.x,force.y,force.z,torque.x,torque.y,torque.z
1619745400.8639832,-0.08880097966507075,0.6513284447579086,6.430806398391724,0.0,5.438923755818337e-09,-0.00035396088317038443
1619745400.9044926,-0.0921981364862621,0.6538086084218324,6.422163009643555,0.0,-2.0936131550630677e-08,0.0028621585269272415
1619745400.9516258,-0.10330840189307927,0.6727176568105817,6.420620679855347,0.0,1.2964010254190583e-08,0.007343927873373041
1619745401.0118659,-0.10782205488711594,0.6800069874420762,6.406332015991211,0.0,7.897615394991675e-09,0.010467648070454597
1619745401.0514638,-0.10281877972513437,0.6679418070784211,6.395282745361328,0.0,-1.1771917385328123e-08,0.014115801478028302
1619745401.1017752,-0.10490598545819524,0.6714013204458356,6.3861377239227295,0.0,-1.4752149612995424e-08,0.018978660574555384
1619745401.1520908,-0.10571710525006056,0.6746757240119576,6.37543249130249,0.0,-1.743435862344711e-08,0.022160286736488337
1619745401.207336,-0.10806620215520266,0.6774125104679167,6.365296363830566,0.0,-4.544854104171492e-09,0.019268748306483036
1619745401.2511525,-0.11148131361559036,0.6784842464838923,6.354888916015625,0.0,-2.1979212727618602e-08,0.016673759634643792
1619745401.3217604,-0.11472916454628113,0.680550673726052,6.344640254974365,0.0,6.705522248573459e-10,0.014486392861157653
1619745401.3580384,-0.11862719679519534,0.68185919181481,6.333771228790283,0.0,-5.4389237003071855e-09,0.011922239503711456
1619745401.403363,-0.12233015146777035,0.6894085275383295,6.318662881851196,0.0,1.065433030689178e-08,0.011276454097777604
1619745401.4529657,-0.12702959915250542,0.690062049009502,6.30750846862793,0.0,-2.160668371997687e-08,0.008670147177279
1619745401.5039802,-0.1301907325476408,0.6810520022344589,6.302601099014282,0.0,1.8775463073161802e-08,0.006807977508008475
1619745401.5530107,-0.13697402473896741,0.6855640325674415,6.286855220794678,0.0,6.4074993089136e-09,0.006033883040547368
1619745401.6044846,-0.12325347721785307,0.6943593190982937,6.2766313552856445,0.0,-6.705522581640366e-09,0.003682190626859677
1619745401.6517355,-0.12542279592230918,0.6913391359429062,6.269697904586792,0.0,-4.693865796046026e-09,0.006555643145591011
1619745401.706427,-0.12985242879137399,0.6923061787106097,6.258310079574585,0.0,-1.1101365215981929e-08,0.01091655028507113
1619745401.7545285,-0.13567612770438195,0.6985752664726973,6.242204427719116,0.0,8.9406965719796e-09,0.015214258613884452
1619745401.8096302,-0.15568165242180226,0.6895791809047758,6.231035470962524,0.0,-1.706182967131653e-08,0.02033233378723264
1619745401.855355,-0.15694666422814132,0.6881338640597463,6.224087715148926,0.0,2.7865171337015937e-08,0.024972063775062565
1619745401.9055688,-0.16071570546001196,0.690860398248136,6.212148904800415,0.0,3.442168228229292e-08,0.02920830038130283
1619745401.9546487,-0.16456043223962188,0.6933182134439051,6.199939489364624,0.0,7.3760748620088634e-09,0.028575424473732708
1619745402.0052917,-0.17616453451842073,0.6971227740940451,6.186918497085571,0.0,2.1904706937192486e-08,0.027885661389231688
1619745402.0526235,-0.18117568064019085,0.699090461357385,6.174344539642334,0.0,-5.252659318610853e-08,0.030506163421422233
1619745402.1196425,-0.18117568064019085,0.699090461357385,6.174344539642334,0.0,-5.252659318610853e-08,0.030506163421422233
1619745402.159951,-0.18825944961905478,0.7097134226834774,6.144202470779419,0.0,8.940696794024205e-09,0.030208371712267403
1619745402.2025201,-0.19009004309684038,0.7077193829831481,6.134909152984619,0.0,1.9818544472194333e-08,0.03286431300997736
1619745402.254701,-0.20024188480570912,0.7150424628572165,6.127370119094849,0.0,3.5837292799989484e-08,0.036473815544396646
1619745402.3047326,-0.20024188480570912,0.7150424628572165,6.127370119094849,0.0,3.5837292799989484e-08,0.036473815544396646
1619745402.3548632,-0.20526922592774033,0.7118129037420452,6.099478006362915,0.0,1.765787605023661e-08,0.03226947185143829
1619745402.4053266,-0.2124336959521472,0.713002567176968,6.086374282836914,0.0,-1.4975667039784923e-08,0.03019273574337364
1619745402.4528308,-0.21168562813267114,0.7201668053926527,6.08213472366333,0.0,-2.8982758581985735e-08,0.0327254134054482
