,Time,force_x,force_y,force_z,torque_x,torque_y,torque_z,orientation_w,orientation_x,orientation_y,orientation_z,position_x,position_y,position_Z,roll_vel,pitch_vel,yaw_vel,surge,sway,heave,voltage,pwm_0,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6,pwm_7
0,0.0,0.4075285051625222,-0.5691654922411591,-2.360679864883423,0.0,1.8998980166884394e-09,-0.1852354496646672,-0.07583147585195397,-0.05413876726107564,0.011648959634388159,-0.9955816806716574,-0.29221510572739573,-0.3684326883720387,-0.4852182637959335,-0.007298192150326218,-0.02120790873523598,0.008059192892689254,-0.00044374198379291355,-0.0014058795322441616,0.014129369336297048,15.25,1616.0,1541.0,1617.0,1572.8243235224306,1556.9414411741436,1543.0,1619.0,1608.0
1,0.1,0.38995476985654787,-0.5765252686073318,-2.4235161079227687,0.0,-1.436203025512862e-08,-0.16811660615510923,-0.07639189541766214,-0.05511310176562565,0.011241916138600191,-0.9954900520094621,-0.29195370469255877,-0.36849655382222707,-0.48368473662486094,-0.006054688149016321,-0.020586877767458076,0.014846419215822002,-0.0026122821297089394,-0.001040438557909695,0.014865903841912616,15.219972918713523,1616.0,1541.0,1617.130471582306,1567.739056835388,1554.869528417694,1542.869528417694,1619.0,1606.869528417694
2,0.2,0.4034074159654581,-0.5787338988194093,-2.4839074886911723,0.0,6.135736576350137e-09,-0.15959054964233302,-0.07726293054736591,-0.05607437037495093,0.010795358179011168,-0.9953740828412565,-0.2915936793393179,-0.3685770057357663,-0.481958088428982,-0.005870487090093164,-0.018563706684746065,0.021778162132995087,-0.0016434326244538777,-0.0035182034341680515,0.01496197528955667,15.188886354832901,1615.8787803064408,1541.0,1618.0,1566.757560612882,1551.757560612882,1542.0,1619.0,1603.8787803064408
3,0.30000000000000004,0.391969087026751,-0.5776945574052671,-2.5530036705779167,0.0,1.916057412745286e-09,-0.14297703753014177,-0.07845866550477462,-0.05690481115865805,0.01053057710156345,-0.9952362469384419,-0.2914248873606569,-0.3686827475756511,-0.48033596737144496,-0.0056770357756551326,-0.016383150700143324,0.025571327453375498,0.0034606810756847,-0.0067822055856218,0.0154366664829763,15.219686566070349,1615.0,1540.9292819532823,1618.0,1562.9292819532823,1549.9292819532823,1542.0,1619.0707180467177,1600.9292819532823
4,0.4,0.38955591060243144,-0.5821319383763758,-2.618308904711792,0.0,-9.252679380854735e-09,-0.131685404919599,-0.07921679608810404,-0.0576075124114141,0.010329606753195933,-0.9951378663057843,-0.29138074499688893,-0.36879806460882036,-0.4787328634033728,-0.005275184945060738,-0.014672510503204318,0.021034178097201255,0.0034606810756847,-0.0067822055856218,0.0154366664829763,15.199999809265137,1615.0,1540.0,1618.0,1560.0,1548.0,1542.0,1620.0,1600.0
5,0.5,0.381700672796312,-0.587192565601921,-2.6803688610284047,0.0,2.605011336501212e-08,-0.1367521326352671,-0.07952547862633408,-0.05832089968092609,0.010145988416466125,-0.9950735801078796,-0.29146820897914577,-0.3688683231302151,-0.47685459395572427,-0.004363056132896353,-0.012517809751095385,0.006891664828229688,0.0009254910812820697,-0.004897675903293392,0.016202094245439072,15.217553344448065,1615.0,1540.0,1618.984152159357,1560.0,1548.984152159357,1541.015847840643,1620.0,1601.9683043187144
6,0.6000000000000001,0.37359151414211256,-0.5967387070855891,-2.757225996295153,0.0,-5.291944260060859e-10,-0.14829299240685265,-0.07941357049521651,-0.05883156925479338,0.009979917942349543,-0.9950541354710727,-0.2916455407132021,-0.36889665997556337,-0.47516225486792524,-0.004134335394055686,-0.011191019601010497,0.00037342952502921194,-0.0007877467257996252,-0.001962057434415089,0.017581271598828725,15.186121698645758,1615.0,1539.8893919653615,1619.0,1560.8893919653615,1551.1106080346385,1541.0,1620.1106080346385,1606.221216069277
7,0.7000000000000001,0.35612130193904085,-0.6013182312319306,-2.816422810120983,0.0,2.1034142395522525e-08,-0.15552377020595015,-0.07913973722120995,-0.05922234249244224,0.009805065836268416,-0.9950545094748388,-0.2918970819649024,-0.3689043107977613,-0.47317094952852157,-0.0035552648412199594,-0.00754748329336012,-0.006420484873202523,0.0030830878202449327,-0.000397215063145416,0.01795276976195246,15.28377231753461,1615.0,1539.0,1619.0266417261005,1560.0,1553.0532834522012,1540.9733582738995,1621.0,1610.0532834522012
8,0.8,0.334077817900916,-0.6081082096442884,-2.899973195693392,0.0,-4.907767155568981e-09,-0.16122488064825724,-0.07938168700788249,-0.05933828050546876,0.009706932361602501,-0.9950292918796734,-0.2920717312144774,-0.3689502283948498,-0.4712287445716369,-0.002495841592961833,-0.0033242935259572303,0.0017563114955554458,0.0043239623198179,0.000856668738707,0.0176412066910682,15.235758157162236,1615.0,1539.0,1620.0,1558.7051260554802,1555.8525630277402,1540.0,1621.0,1612.0
9,0.9,0.3228166971318244,-0.6119316432975451,-2.973399207399162,0.0,2.727642426371198e-09,-0.14733654514317965,-0.07994327075743687,-0.05929905725681014,0.009603673421899071,-0.9949876706401253,-0.29214356791023,-0.36900337060813515,-0.4693616933412511,-0.0012839318700934963,0.00035271024148946265,0.010467076960410443,0.0035154871665750505,-0.0002492190394993434,0.017842765784264483,15.181313703532567,1615.0,1538.93725847842,1620.0,1554.93725847842,1553.93725847842,1540.0,1621.06274152158,1612.0
