,Time,force.x,force.y,force.z,torque.x,torque.y,torque.z,orientation_w,orientation_x,orientation_y,orientation_z,position_x,position_y,position_z,angular_x,angular_y,angular_z,linear_x,linear_y,linear_z,voltage,pwm_0,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6,pwm_7
0,0.0,-2.126598464339972,-0.6794383606469633,-8.014398097991943,0.0049633312225342,-0.0349807161092757,-2.079640992616415,0.948410246840457,0.030500665432144223,-0.01622330496159078,0.3151579246542009,-0.13130256778896943,0.25370314774038677,-0.6254170427865333,0.010147678249392606,-0.0015490542037998076,0.37603426202938506,-0.0213007617835327,0.0035980651273919,-7.05899754648164e-05,15.149999618530272,1627.0,1522.0,1644.0,1618.0,1648.0,1516.0,1638.0,1655.0
1,0.1,-2.1245614303910902,-0.6758137137790451,-8.004827723975572,0.004245662977301814,-0.030554794262889394,-2.020304356189874,0.9545244841041771,0.029816519458092803,-0.015235682337648153,0.2962462799711856,-0.13310226844968306,0.2534278848096538,-0.6253583560365719,0.008803409906063027,0.005451616052926147,0.4083949142150051,-0.0224930558919706,-0.0062378983171081,0.0004786705731779,15.149999618530272,1626.0,1522.0,1644.0,1617.0,1647.9967963090935,1516.0,1638.0,1654.9967963090935
2,0.2,-2.1087094543603624,-0.6688431983147034,-8.022883158839926,0.006256737786593632,-0.02233584498542745,-1.644864880348814,0.9599867533423294,0.030813061538247602,-0.014855809463768957,0.2779483649368532,-0.13611259082622115,0.25225687484529813,-0.62501315008349,0.005311281501194388,0.008530944520790732,0.37871294898098257,-0.0224930558919706,-0.0062378983171081,0.0004786705731779,15.100000381469728,1621.0,1522.0,1644.0,1613.0,1643.0,1516.0,1638.0,1651.0
3,0.30000000000000004,-1.2073020893519433,-0.6826205805942129,-8.045846480303245,0.009876775498852216,-0.01956314849208195,-1.7821793525334877,0.9649413236415637,0.029775787374217,-0.0141636593982173,0.260386319086783,-0.13795926528076588,0.25187892788319627,-0.6252340874873378,0.00745800347624618,0.007793172982049007,0.36198691042051334,-0.0158315475853428,-0.0112558059238887,-0.0003724504572319,15.149999618530272,1631.1475365754418,1520.4034620623772,1642.343808268615,1622.3861517504909,1632.43808268615,1517.656191731385,1639.5965379376228,1640.4977364799122
4,0.4,13.846250569637743,-0.6748107648862087,-8.053018640921723,0.007485483547206546,-0.01984801000949769,-1.7990975775713172,0.9692385346735077,0.02897944857837375,-0.014067607356891294,0.24400605912004997,-0.13994488472256375,0.2518066598608351,-0.6252022768849463,0.00993563298724746,0.004415214767663466,0.3442986404083488,-0.0218841557533683,-0.0027397068892389,0.0014030887107617,15.199999809265137,1691.6701982258564,1502.5360560483732,1620.1649008870718,1686.6701982258564,1497.2370129838182,1539.8350991129282,1657.4639439516268,1503.1442241934928
5,0.5,20.00810715872977,-0.6800953711400965,-8.068661600845939,0.004648078546695786,-0.022817230835829462,-1.8164952330243676,0.9734560082586955,0.028594125713249017,-0.013454725220714649,0.2266820379495834,-0.14113548862826983,0.25206264569151704,-0.6250770384451492,0.012809922757824086,0.008694217361956365,0.35037409048552315,-0.0218841557533683,-0.0027397068892389,0.0014030887107617,14.965969051016254,1712.152825920466,1496.923587039767,1584.5481537555725,1707.229238880699,1474.770761119301,1572.5282592046606,1664.0,1479.770761119301
6,0.6000000000000001,20.719421177752782,-0.6821135961562478,-8.085535625247227,0.0018606120622821224,-0.0174814720970168,-1.808087389112297,0.9776425482469774,0.02916134638454178,-0.013166535212806802,0.20782518154614302,-0.14034362081996088,0.252853020714029,-0.6253081567105906,0.01984084984039419,0.017945410738084273,0.3844023893395891,-0.0214715422011786,-0.0062915605774084,0.0011991635128492,14.940555784339475,1714.0,1495.8926606650548,1567.0,1710.0,1472.0,1592.2146786698904,1664.8926606650548,1477.0
7,0.7000000000000001,20.724837456527165,-0.6873583931158431,-8.08954593971555,-0.004743799367828939,-0.00782034945548871,-1.7731958106075991,0.981901540524947,0.027607739794294907,-0.01111812048963265,0.18703893930132362,-0.1378618722401922,0.25491128685763287,-0.6252542098954476,0.020209108020644472,0.03530483498788641,0.43171162808866737,-0.0214715422011786,-0.0062915605774084,0.0011991635128492,15.160607058936101,1714.2342270255292,1494.8828864872355,1566.7026810765874,1709.2342270255292,1471.6486594617063,1596.2973189234126,1665.0585567563824,1476.590102705324
8,0.8,22.234914202170472,-0.6817894537775543,-8.103272143401027,-0.005220871339906102,0.011480221511208874,-1.7125594639883965,0.9855452625980983,0.0271001256491505,-0.009324371735188486,0.16697058019899738,-0.1331435792764293,0.25727878537978677,-0.6253611177702872,0.02243385765098021,0.047792331594552845,0.4125129991661631,0.0158814298756312,-0.0112898509708111,-0.003268538649414,14.970496007758534,1718.7918818974144,1493.0,1574.0981548887955,1713.7918818974144,1466.5837637948287,1589.9712178120665,1667.0,1470.5837637948287
9,0.9,22.44772903509458,-0.6729884261575121,-8.09757425351862,-0.011307447668336842,0.027774016336927526,-0.3575847044700583,0.9887101556827126,0.02475726403133264,-0.007460980156580837,0.14759281724613885,-0.12746463226626772,0.2607015104826776,-0.6254601512960754,0.025974214214677337,0.05145461786540163,0.38224067378570564,0.0440777103272228,-0.0096912219718561,-0.0050572722813546,14.912458663772053,1710.013544744618,1492.0022574574364,1560.0045149148727,1705.013544744618,1455.013544744618,1607.9887127128184,1667.0,1459.013544744618
