,Time,force_x,force_y,force_z,torque_x,torque_y,torque_z,orientation_w,orientation_x,orientation_y,orientation_z,position_x,position_y,position_Z,roll_vel,pitch_vel,yaw_vel,surge,sway,heave,voltage,pwm_0,pwm_1,pwm_2,pwm_3,pwm_4,pwm_5,pwm_6,pwm_7
0,0.0,-0.0888009796650707,-0.6513284447579086,-6.430806398391724,0.0,-5.438923755818337e-09,0.0003539608831703,0.8178002212415054,0.07064200932970675,-0.001202075220991533,0.571148894484065,-1.6570375089811664,0.09613851843565852,-0.29672920379581874,-0.0017224730750911574,-0.0019998323351884204,-0.0010759071565696506,0.0015326411162000686,0.0014004748463575306,-0.00926381436453231,15.300711126966128,1598.0,1525.0,1635.0,1547.0,1562.199461502615,1525.0,1635.0,1613.0
1,0.1,-0.1042343058142325,-0.6742129467283491,-6.417689588360869,0.0,-1.1924720155363583e-08,-0.007984709249984071,0.8175854066065619,0.07052218323658961,-0.0011676116156338992,0.5714712252236703,-1.657281236035965,0.09645642390936703,-0.2975304288318261,-0.0020726453270323805,-0.0012424557819546616,-0.005537899454401448,0.0038711858698731484,0.003205703560601435,-0.008279091382877787,15.300000190734863,1600.2371385724023,1525.0,1635.0,1547.0,1563.0,1525.0,1635.0,1613.0
2,0.2,-0.10333815341591333,-0.6688026614721556,-6.3930071270734015,0.0,1.2513508972081881e-08,-0.015325859996312327,0.817308621002246,0.07091075705049524,-0.0011883131708010748,0.5718189140643571,-1.6573990155481961,0.09655716221132644,-0.2982248397189946,-0.00195199483491743,-0.0011777091993752967,-0.010548304992579922,0.0018608392905576,-0.0024807999465034,-0.0111967785483252,15.300000190734863,1601.3056370883833,1525.0,1635.0,1547.0,1564.3056370883833,1525.0,1635.0,1613.0
3,0.30000000000000004,-0.10622278431031931,-0.6752648591813706,-6.373250534737205,0.0,1.4659695510043256e-08,-0.02153783883628179,0.8171758143876076,0.07097276228328106,-0.0012048732990551083,0.57200096474933,-1.6575280104835315,0.09678533571963514,-0.2990114077874694,-0.0011036158990407677,-0.0009079480258611755,-0.006103436674452673,0.0018608392905576,-0.0024807999465034,-0.0111967785483252,15.300000190734863,1602.0,1525.0,1635.0,1547.0,1565.7366820518953,1525.0,1635.0,1613.0
4,0.4,-0.11207150256158638,-0.6788597509457822,-6.35302656254347,0.0,1.7863370840282523e-08,-0.0162762784330431,0.8171658288389103,0.07098233201196714,-0.0012807036416579312,0.5720138779071201,-1.6576022885130506,0.09705876174151168,-0.29978318965839107,-0.00040209835872449204,-0.0015689929210588656,-0.001268968913206235,0.0018608392905576,-0.0024807999465034,-0.0111967785483252,15.300000190734863,1601.0,1525.0,1635.0,1547.0,1564.7923345605589,1525.0,1635.0,1613.0
5,0.5,-0.11911287298364898,-0.6828493558658882,-6.331789631659333,0.0,3.328147048375363e-09,-0.011837538873472567,0.8172074346822318,0.07048235556947602,-0.0013652688666523373,0.57201606821346,-1.6577527455632357,0.0975756944669932,-0.3006857527905053,0.0005586473889787919,-0.00196277646113251,0.0017849164845015913,-0.0018848458891412,0.000472463947319,-0.0115386315768107,15.304414643544405,1600.0,1525.0,1635.0,1547.0,1564.0,1525.0,1635.0,1613.0
6,0.6000000000000001,-0.1277123103599866,-0.6881161457069973,-6.306448622105905,0.0,1.2885335788170863e-08,-0.008267973670333984,0.8173315401838998,0.07070849433786663,-0.0014988523035601516,0.5718104718268617,-1.657661808110935,0.09780904652373842,-0.3014368020374183,0.0016197594164347143,-0.002598915470371774,0.003601848103202733,-0.0015235885275333,-0.0043070450459702,-0.0103546832407259,15.303550510323449,1598.7802796651208,1525.0,1635.0,1547.0,1564.0,1525.0,1635.0,1613.0
7,0.7000000000000001,-0.13404927685498927,-0.6874388845462349,-6.284675845010468,0.0,-3.6122549523792334e-09,-0.005532583263689571,0.8174121014287611,0.07076633330326895,-0.0015458637495971348,0.5716880205268388,-1.657626695782948,0.09814850606839523,-0.3022729799232963,-0.00016065264692101118,-0.0014242313743469792,0.003686376866676791,-0.0209841425972895,0.0044282041949194,-0.0088611201664381,15.300000190734863,1598.2848064479724,1526.0,1635.0,1547.0,1563.4303871040554,1525.0,1634.0,1613.0
8,0.8,-0.12641476658580114,-0.6915556952118703,-6.267147718450153,0.0,6.128759305010958e-09,-0.0075322233896983675,0.8172674681743939,0.07078503670791376,-0.0015747128056262786,0.5718923712742241,-1.6576770317493068,0.09847300208517612,-0.3031108182238037,-0.0007849574455930969,-0.0012479003191732336,-0.002501462800102959,-0.0209841425972895,0.0044282041949194,-0.0088611201664381,15.300000190734863,1599.25088826416,1526.0,1635.0,1547.0,1563.25088826416,1525.0,1634.0,1613.0
9,0.9,-0.1391088539412557,-0.6970316379303639,-6.240287958571797,0.0,-4.47895136303553e-09,-0.016092463568666025,0.8170008016599598,0.07086995730301474,-0.001546138945336491,0.5722628318292337,-1.6577720749865357,0.09876385744535002,-0.30389942753459326,-0.001297146414225789,-0.0007348438438734385,-0.008393136138896778,-0.0048520839263762,-0.0070108717390799,-0.0084863746308591,15.25017305580371,1600.514262808468,1526.0,1635.0,1547.0,1565.728605787298,1525.0,1634.0,1614.0
